;;period;start;end;n;missing;log;adjust;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;bic2;hannanquinn;nparams;nobs;neffectiveobs;df;p;d;q;bp;bd;bq;theta(1);;;theta(2);;;theta(3);;;phi(1);;;phi(2);;;phi(3);;;btheta(1);;;bphi(1);;;start;end;n;missing;mean;nlp;ntd;leaster;nmh;nout;nao;nls;ntc;nso;nusers;mu;;;lp;;;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td-derived;;;td-ftest;easter;;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;ser;type;mean;skewness;kurtosis;doornikhansen;lb;bp;lb2;bp2;seaslb;seasbp;nruns;lruns;nudruns;ludruns;mode;seasonal;icratio;trend-filter;seasonal-filters;d9-global-msr;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-res-qs;seas-res-f;seas-res-friedman;seas-res-kw;seas-res-periodogram;seas-res-spectralpeaks;seas-sa-qs;seas-sa-f;seas-sa-friedman;seas-sa-kw;seas-sa-periodogram;seas-sa-spectralpeaks;seas-i-qs;seas-i-f;seas-i-friedman;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-sa-ac1;td-res-all;td-res-last;td-sa-all;td-sa-last;td-i-all;td-i-last;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary
RF2362;;12;1990-01-01;2021-09-01;381;0;0;None;-1191,145237978;-1191,145237978;13492,66706346;2394,290475957;2417,738973586;2394,523162937;3,682091564;6,569942863;2403,606332791;6;381;368;362;0;1;1;0;1;1;-0,71463;-17,9618;0;;;;;;;;;;;;;;;;-0,789965;-17,3553;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;0;0;3;1;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AO (11-2001);-25,522656;-4,7796;TC (3-2020);-49,865217;-9,8843;TC (6-2020);22,18897;4,3962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,76438;-0,308973;4,104795;16,176342;28,925956;27,698897;30,889463;29,879463;3,566439;3,431493;-1,32339;7,086275;-0,123939;2,125676;Additive;1;;;;;Present;0,00024186;0;Present;ProbablyNone;0,000056934;0;None;None;0,049569505;0,951241178;None;None;0,007977353;1;None;None;0,225893068;1;613,413663;99,909929;281,645161;313,255282;281,146082;AT.AT.AT.AT.AT.AT;3,566439;0,314333;7,348718;6,491882;0,387593;--.--.--.--.--.--;1,032615;0,193101;1,898263;1,375553;0,011343;--.--.--.--.--.--;0,114874;0,214084;1,744417;1,010725;0,017551;--.--.--.--.--.--;-0,430011452;1,381336;1,381336;1,593626;1,593626;1,785377;1,785377;;;;;;;;;;;;;;Good
RF2363;;12;1990-01-01;2021-09-01;381;0;0;None;-1243,907270529;-1243,907270529;18103,388094738;2507,814541057;2546,895370439;2508,430787556;4,040262608;6,920911333;2523,340969115;10;381;368;358;0;1;1;0;1;1;-0,630326;-15,8442;0;;;;;;;;;;;;;;;;-0,734883;-19,2834;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;5;3;1;1;0;0;;;;;;;week;1,259715;12,4188;;;;;;;;;;;;;;;;;;;;Easter [6];-5,898991;-3,7393;LS (1-2011);24,599707;4,7678;AO (5-2011);28,443425;4,7513;AO (2-2012);-33,919172;-5,6748;TC (3-2020);-71,081855;-11,0838;AO (4-2020);-44,566094;-6,6925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,187168;-0,290375;3,030123;5,479867;28,801284;27,502211;45,039807;43,207931;0,001707;0,001642;0,201296;14,420788;-1,239394;3,920814;Additive;1;;;;;Present;0;0;Present;Present;0;0;None;None;0,18501268;0,75148803;None;None;0,114581338;1;None;None;0,024645297;1;593,320112;107,802383;293,823821;325,360459;203,062637;AT.AT.AT.AT.AT.AT;0,001707;0,199357;5,846154;6,153828;0,710811;-t.--.--.--.-T.A-;0;0,064126;1,883375;0,578127;0,003095;--.--.--.--.--.--;0;0,055759;3,054591;1,078973;0,002577;--.--.--.--.--.--;-0,427211662;1,366667;1,366667;1,401896;1,401896;1,662547;1,662547;;;;;;;;;;;;;;Good
RF2391;;12;1990-01-01;2021-09-01;381;0;1;None;305,362220077;-1459,030942078;4,045684936;2930,061884156;2953,510381785;2930,294571136;-4,430159207;-1,563249844;2939,37774099;6;381;368;362;0;1;1;0;1;1;-0,556388;-11,5016;0;;;;;;;;;;;;;;;;-0,554268;-12,4689;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;2;0;0;2;0;0;;;;;;;week;0,007385;5,3617;;;;;;;;;;;;;;;;;;;;;;;TC (6-2010);-0,383108;-4,5989;TC (3-2020);-0,577706;-6,7028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,275276;0,354729;4,264714;19,266106;10,585555;10,167086;52,295456;50,398314;0,000327;0,000315;-1,252264;23,116378;-1,115455;4,409734;Multiplicative;1;;;;;Present;0,87461427;0;Present;ProbablyNone;0,66704879;0;None;None;0,047929581;0,548829173;None;None;0,000040871;0,99999995;None;None;0,172089816;1;632,625187;61,126847;253,823821;283,46416;154,812197;aT.AT.AT.AT.AT.AT;0,000327;1,028738;5,374359;5,23761;0,828776;--.--.--.--.--.--;0;0,13566;2,776675;2,243105;0,012669;--.--.--.--.--.--;0;0,220959;2,359801;1,194688;0,017334;--.--.--.--.--.--;-0,39623669;1,460674;1,460674;2,314547;2,314547;2,67783;2,67783;;;;;;;;;;;;;;Good
RF2399;;12;1990-01-01;2021-09-01;381;0;1;None;255,832597279;-1496,90761365;5,303715765;3011,815227301;3046,987973744;3012,318020597;-4,11123869;-1,245903392;3025,789012552;9;381;368;359;0;1;1;0;1;1;-0,540735;-11,4813;0;;;;;;;;;;;;;;;;-0,523887;-10,4283;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;4;2;1;1;0;0;;;;;;;week;0,010451;6,6377;;;;;;;;;;;;;;;;;;;;Easter [6];-0,052812;-2,2938;LS (2-2010);0,392775;4,4035;TC (1-2011);0,617984;6,4803;AO (3-2020);-0,637094;-6,4307;AO (4-2020);-1,50739;-15,2035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,139364;0,101559;3,713984;8,549609;21,067852;20,053932;88,519044;85,424536;0,936462;0,901028;-0,725884;9,773223;-0,247879;3,834564;Multiplicative;1;;;;;Present;0,000056473;0;Present;Present;0;0;None;None;0,000036079;0,408941242;None;None;0;0,999997505;None;None;0,000318123;1;643,294802;125,071599;303,600496;330,808869;191,04428;AT.AT.AT.AT.AT.AT;0,936462;0,971167;5,902564;9,309543;1,069727;--.--.--.--.--.a-;0;0,386156;1,352357;1,00598;0,003947;--.--.--.--.--.--;0;0,266953;2,950372;1,393334;0,004794;--.--.--.--.--.--;-0,403338829;0,522239;0,522239;1,165843;1,165843;1,424915;1,424915;;;;;;;;;;;;;;Good
RF2410;;12;1990-01-01;2021-09-01;381;0;0;None;-1130,156731097;-1130,156731097;9812,783686034;2278,313462195;2313,486208638;2278,816255491;3,41179492;6,286647306;2292,287247446;9;381;368;359;0;1;1;0;1;1;-0,39485;-7,8625;0;;;;;;;;;;;;;;;;-0,682675;-13,5074;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;0;0;4;1;2;1;0;0;;;;Leap year;4,323825;2,7988;week;0,223698;3,4897;;;;;;;;;;;;;;;;;;;;;;;AO (7-2003);-17,415839;-4,341;LS (11-2008);-29,300534;-6,6389;TC (3-2009);-25,320411;-5,7061;LS (3-2020);-32,72572;-7,0377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,454502;0,04505;4,025454;15,31362;17,927684;17,098739;38,255043;37,294959;0,009032;0,008406;-1,250673;8,49609;-1,115455;6,21158;Additive;1;;;;;Present;0,006866497;0;Present;ProbablyNone;0,001084281;0;None;None;0,000481973;0,845344513;None;None;0,000063104;1;None;None;0,31152885;1;650,475947;69,150511;302,354839;334,167885;366,212174;AT.AT.AT.AT.AT.AT;0,009032;0,812636;6,994872;6,839033;0,591891;--.--.--.--.--.a-;0;0,046551;1,208437;0,605318;0,012229;--.--.--.--.--.--;0;0,080407;1,476427;0,358164;0,01346;--.--.--.--.--.--;-0,317142936;0,598279;0,598279;0,939838;0,939838;1,189477;1,189477;;;;;;;;;;;;;;Good
RF2420;;12;1990-01-01;2021-09-01;381;0;1;None;254,046329019;-1585,990703915;5,264034826;3183,98140783;3207,429905459;3184,21409481;-4,166912262;-1,284359132;3193,297264664;6;381;368;362;0;1;1;0;1;1;-0,586912;-15,3271;0;;;;;;;;;;;;;;;;-0,754514;-18,393;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;2;1;0;1;0;0;;;;;;;week;0,010702;6,3767;;;;;;;;;;;;;;;;;;;;;;;AO (7-1990);-1,316282;-12,2642;TC (4-2020);-0,6504;-6,2646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,583652;-0,230646;3,780694;10,017989;28,674838;27,55143;34,250125;33,008154;0,143167;0,13775;-0,800401;18,259984;0,619697;4,20024;Multiplicative;1;;;;;Present;0,185811492;0;Present;ProbablyNone;0,146178791;0;None;None;0,024827125;0,246305153;None;None;0,004930677;0,999834458;None;None;0,0210821;1;391,845382;25,726111;180,394541;201,086194;61,519118;aT.AT.AT.AT.AT.AT;0,143167;0,817275;6,794872;10,592142;1,06879;--.--.A-.--.A-.A-;0;0,101848;1,908189;0,355165;0,032314;--.--.--.--.a-.--;0;0,084742;2,652605;1,006808;0,038476;--.--.--.--.a-.--;-0,440186054;1,501091;1,501091;1,964282;1,964282;2,293343;2,293343;;;;;;;;;;;;;;Good
RF2431;;12;1990-01-01;2021-09-01;381;0;0;None;-1473,290913608;-1473,290913608;63881,837953353;2974,581827217;3029,294988351;2975,771628917;5,365416887;8,23177986;2996,318826497;14;381;368;354;2;1;0;0;1;1;;;;;;;;;;0,49035;9,6808;0;0,325487;6,5201;0;;;;-0,543701;-12,5349;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;8;3;3;2;0;0;;;;;;;week;1,562837;8,2947;;;;;;;;;;;;;;;;;;;;Easter [6];-8,989054;-3,691;AO (7-1999);43,288104;4,3344;AO (11-2000);-58,443015;-5,8044;LS (12-2001);-42,019309;-4,105;LS (10-2008);-43,6432;-4,2905;LS (1-2009);-50,014785;-4,9209;AO (8-2009);39,770471;3,964;TC (6-2013);47,288955;4,5255;TC (4-2020);-42,127806;-3,8895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,569275;0,121518;3,347069;3,107414;45,336541;43,434864;24,946644;23,983574;0,035952;0,034592;-0,717143;3,302979;0,743637;1,380878;Additive;1;;;;;Present;0;0;Present;ProbablyNone;0;0;None;None;0,067346626;0,009883321;None;None;0,000009505;1;None;None;0,130979118;1;673,073699;56,63633;287,754342;313,820377;191,244017;AT.AT.AT.AT.AT.AT;0,035952;2,84238;22,923077;22,738773;2,012791;--.--.-t.-t.--.at;0;0,326155;4,662531;1,012757;0,034513;--.--.--.--.--.--;0;0,403051;3,540943;1,445398;0,031551;--.--.--.--.--.--;-0,325321246;1,170662;1,170662;1,159677;1,159677;1,521045;1,521045;;;;;;;;;;;;;;Good
RF2432;;12;1990-01-01;2021-09-01;381;0;1;None;252,843038357;-1711,542150633;5,429011828;3455,084301266;3517,613628276;3456,634158815;-3,975507207;-1,117273776;3479,926586157;16;381;368;352;0;1;1;1;1;0;-0,620469;-15,7142;0;;;;;;;;;;;;;;;;;;;0,295319;5,693;0;1990-01-01;2021-09-01;381;0;0;0;1;0;0;12;9;2;1;0;0;;;;;;;week;0,008359;5,1593;;;;;;;;;;;;;;;;;;;;;;;AO (8-1992);-0,950585;-10,1095;AO (8-1993);-0,863089;-9,2292;AO (8-1996);-0,9431;-9,1697;AO (8-1997);-0,935038;-8,1327;AO (8-1998);-1,173546;-9,6933;AO (8-1999);-1,476571;-12,912;AO (8-2000);-1,737655;-16,9292;AO (8-2004);-0,423102;-4,7592;LS (1-2005);-0,583601;-7,5128;LS (11-2008);-0,450424;-5,8122;TC (1-2013);-0,459312;-5,322;AO (4-2020);-0,838305;-9,1868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,216689;0,158006;3,334793;3,307643;23,461459;22,495824;89,693774;85,555682;0;0;-1,419039;16,56704;1,859091;7,16623;Multiplicative;1;;;;;Present;0,058023199;0;Present;ProbablyNone;0;0;None;None;0,865726023;0,004276363;None;None;0;1;None;None;0,156305064;1;641,163;80,073738;280,528536;307,73222;98,788999;AT.AT.AT.AT.AT.AT;0;0,120159;20,753846;18,757741;2,370827;--.--.-t.--.--.--;0,007183;0,026868;2,394541;1,131745;0,003636;--.--.--.--.--.--;0,080566;0,05243;1,669975;0,755885;0,002907;--.--.--.--.--.--;-0,473422168;1,558439;1,558439;2,170561;2,170561;1,908385;1,908385;;;;;;;;;;;;;;Severe
RF2433;;12;1990-01-01;2021-09-01;381;0;0;None;-1439,435676402;-1439,435676402;52371,245843928;2898,871352803;2937,952182185;2899,487599302;5,102521197;7,983565712;2914,39778086;10;381;368;358;0;1;1;0;1;1;-0,598438;-13,1904;0;;;;;;;;;;;;;;;;-0,740325;-15,7165;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;6;1;4;2;0;2;0;0;;;;Leap year;7,049354;1,8101;week;1,434179;8,4284;;;;;;;;;;;;;;;;;;;;Easter [6];-8,935024;-3,4028;AO (1-1999);55,134662;5,4503;TC (1-2009);-44,037637;-4,4099;AO (9-2014);38,942783;3,8581;TC (3-2020);-63,267007;-6,0818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,673761;0,195545;3,268119;3,240728;37,024216;35,778691;39,521878;37,954465;1,800582;1,707004;-1,344004;10,376133;-0,743637;1,917289;Additive;1;;;;;Present;0,00000181;0;Present;ProbablyNone;0,000000047;0;None;None;0,005035256;0,098101334;None;None;0,003867473;1;None;None;0,033055247;1;573,774795;63,121994;284,424318;316,273274;217,645751;AT.AT.AT.AT.AT.AT;1,800582;1,763055;12,758974;12,381874;1,684392;--.--.--.--.--.A-;0;0,309146;2,771712;1,346974;0,019914;--.--.--.--.--.--;0;0,347993;2,836228;1,032388;0,023799;--.--.--.--.--.--;-0,44577067;0,302721;0,302721;0,215667;0,215667;0,253793;0,253793;;;;;;;;;;;;;;Good
RF2434;;12;1990-01-01;2021-09-01;381;0;0;None;-1249,739698559;-1249,739698559;18830,313327552;2517,479397118;2552,652143561;2517,982190414;4,063576909;6,936554738;2531,453182369;9;381;368;359;0;1;1;1;1;1;-0,486135;-11,1466;0;;;;;;;;;;;;;;;;-0,757173;-14,3823;0;-0,201832;-2,5877;0,0101;1990-01-01;2021-09-01;381;0;0;0;1;6;1;3;0;0;3;0;0;;;;;;;week;0,933065;9,2872;;;;;;;;;;;;;;;;;;;;Easter [6];-4,532425;-3,3462;TC (4-2014);-30,764779;-5,157;TC (7-2016);-25,509629;-4,3069;TC (3-2020);-31,421226;-5,2259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,13042;0,077901;3,577437;6,098361;30,196378;29,051041;15,09651;14,57694;0,599725;0,557582;-1,030574;19,989219;1,363334;5,223968;Additive;1;;;;;Present;0,000000008;0;Present;ProbablyNone;0,000000006;0;None;None;0,179237574;0,434691621;None;None;0,004176481;1;None;None;0,000823265;1;688,123079;74,881126;287,228288;319,821593;370,826736;AT.AT.AT.AT.AT.AT;0,599725;0,558485;12,097436;10,835323;1,072859;--.--.--.--.a-.--;0,000497;0,035055;2,960298;0,989974;0,009872;--.--.--.--.--.--;0;0,028076;2,245658;1,1372;0,010043;--.--.--.--.--.--;-0,469342938;2,828201;2,828201;3,396857;3,396857;3,974163;3,974163;;;;;;;;;;;;;;Uncertain
RF2442;;12;1990-01-01;2021-09-01;381;0;0;None;-1055,127366973;-1055,127366973;6521,945704908;2124,254733946;2151,611314513;2124,565845057;2,971172532;5,846769876;2135,123233585;7;381;368;361;0;1;1;0;1;1;-0,553465;-12,3701;0;;;;;;;;;;;;;;;;-0,685164;-15,3191;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;0;0;2;0;1;1;0;0;;;;Leap year;3,165989;2,4243;week;0,652099;11,4506;;;;;;;;;;;;;;;;;;;;;;;LS (11-2008);-14,531176;-4,469;TC (4-2020);-40,127939;-11,0386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,507913;0,17978;3,908182;12,408216;28,399811;27,36704;23,619639;22,843545;0,252053;0,241212;-1,252794;7,48913;-0,495758;15,052457;Additive;1;;;;;Present;0,067851425;0;Present;ProbablyNone;0,078092694;0;None;None;0,218745318;0,42497647;None;None;0,161418645;0,999999994;None;None;0,665798939;1;691,139134;95,621241;284,300248;313,492735;401,193199;AT.AT.AT.AT.AT.AT;0,252053;1,306916;8,676923;6,54061;1,075646;--.--.--.a-.--.--;0;0,167663;1,362283;0,85606;0,0353;--.--.--.--.--.--;0;0,168732;2,816377;0,808726;0,026632;--.--.--.--.--.--;-0,462455685;0,715748;0,715748;0,535154;0,535154;0,641578;0,641578;;;;;;;;;;;;;;Good
RF2443;;12;1990-01-01;2021-09-01;381;0;1;None;428,277709597;-1382,904270175;2,026866924;2781,80854035;2813,073203855;2782,209654556;-5,089209712;-2,199159662;2794,229682796;8;381;368;360;1;1;2;0;1;1;-0,355227;-0,9801;0,3277;-0,327352;-1,4515;0,1475;;;;0,157029;0,42;0,6747;;;;;;;-0,805186;-22,0709;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;2;1;1;0;0;0;;;;;;;week;0,007302;7,0324;;;;;;;;;;;;;;;;;;;;;;;AO (8-1999);0,301845;4,7906;LS (12-2002);-0,306683;-5,8304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,444894;-0,304096;3,619825;8,305975;15,466241;14,935127;28,387194;27,599976;0,025275;0,024319;-1,233684;48,673185;1,611213;8,546255;Multiplicative;1;;;;;Present;0,125171477;0;Present;ProbablyNone;0,06545771;0;None;None;0,015632413;0,60992194;None;None;0,000000018;0,999999998;None;None;0,002120658;1;596,660468;45,985359;267,952854;298,765642;225,892146;-T.AT.AT.AT.AT.AT;0,025275;0,961328;14,497436;11,957944;0,81207;--.a-.--.--.--.-t;0;0,159712;1,724566;1,652806;0,010557;--.--.--.--.--.--;0;0,296409;1,511166;1,197968;0,007251;--.--.--.--.--.--;-0,323775593;1,065065;1,065065;0,873618;0,873618;0,874911;0,874911;;;;;;;;;;;;;;Good
RF2444;;12;1990-01-01;2021-09-01;381;0;1;None;363,618429022;-1644,913401199;2,895757989;3321,826802399;3384,356129409;3323,376659948;-4,604017436;-1,719313943;3346,66908729;16;381;368;352;3;1;1;0;1;1;-0,897795;-17,3362;0;;;;;;;-0,340761;-4,5059;0;-0,026545;-0,4123;0,6804;-0,193614;-3,0616;0,0024;-0,756966;-19,4929;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;4;2;1;1;0;0;;;;;;;monday;-0,019739;-2,136;tuesday;0,018112;1,9593;wednesday;0,008539;0,9213;thursday;-0,008748;-0,9405;friday;0,043608;4,7002;saturday;-0,034963;-3,817;td-derived;-0,006809;-0,7348;10,415302;;;;AO (8-1997);-0,388539;-5,0765;LS (3-2009);-0,307841;-4,7685;TC (4-2020);-0,421183;-5,2373;AO (12-2020);0,385543;4,7384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,519114;-0,149575;3,387361;3,781152;26,282814;25,081473;56,018941;54,63024;0,461613;0,444147;0,65515;15,363991;2,602728;15,582412;Multiplicative;1;;;;;Present;0,833637139;0;Present;ProbablyNone;0,800563235;0;None;None;0,000000076;0,788027539;None;None;0;0,99981216;None;None;0,000035201;1;607,105128;76,791479;272,647643;303,72437;268,350757;AT.AT.AT.AT.AT.AT;0,461613;0,773067;4,825641;5,140907;0,653969;--.--.--.--.--.--;0;0,137241;0,900744;0,466928;0,011466;--.--.--.--.--.--;0;0,125794;0,756824;0,900192;0,009148;--.--.--.--.--.--;-0,36289424;0,018552;0,018552;0,035038;0,035038;0,069289;0,069289;;;;;;;;;;;;;;Good
RF2445;;12;1990-01-01;2021-09-01;381;0;1;None;147,498011876;-1479,483991145;9,404588458;2970,96798229;2994,416479919;2971,200669271;-3,586612368;-0,705292191;2980,283839124;6;381;368;362;0;1;1;0;1;1;-0,752139;-16,8488;0;;;;;;;;;;;;;;;;-0,731643;-18,8439;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;6;1;2;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Easter [6];-0,075141;-1,9932;AO (8-1992);-0,687713;-4,8155;AO (3-2001);0,629259;4,4699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,135599;-0,011385;3,230097;1,441383;23,003711;22,119939;21,065364;19,988856;0,00977;0,009386;-1,668321;31,947468;1,239394;9,157833;Multiplicative;1;;;;;Present;0,001615932;0;Present;ProbablyNone;0,000110765;0;None;None;0,17274694;0,165251345;None;None;0,083307534;0,999970795;None;None;0,151291086;0,999999972;515,377626;35,28956;199,282878;223,578222;113,583517;AT.AT.AT.AT.AT.AT;0,00977;1,209394;23,682051;16,749624;1,519137;--.--.a-.--.a-.--;0;0,236849;3,307692;1,197882;0,009733;--.--.--.--.--.--;0;0,349423;3,918114;1,909783;0,009877;--.--.--.--.--.--;-0,506714308;1,161588;1,161588;1,128981;1,128981;1,228489;1,228489;;;;;;;;;;;;;;Good
RF2451;;12;1990-01-01;2021-09-01;381;0;0;None;-1365,388483361;-1365,388483361;35297,531848253;2746,776966723;2778,041630228;2747,178080929;4,675867395;7,549026169;2759,198109168;8;381;368;360;0;1;1;0;1;1;-0,629351;-14,6144;0;;;;;;;;;;;;;;;;-0,649173;-14,9403;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;6;1;2;0;1;1;0;0;;;;Leap year;6,000574;1,9544;week;0,73716;5,3598;;;;;;;;;;;;;;;;;;;;Easter [6];-5,211714;-2,5002;LS (1-2009);-56,650122;-8,1078;TC (3-2020);-46,190561;-5,6327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,134983;0,434132;4,694125;27,913869;34,44627;33,046241;60,831607;58,750363;0,038961;0,037487;0,22947;13,440551;-0,371818;3,782589;Additive;1;;;;;Present;0,006669477;0;Present;ProbablyNone;0,003187985;0;None;None;0,000025153;0,785290665;None;None;0,000406591;1;None;None;0,000132848;1;650,774011;51,456168;289,441687;320,332711;258,969282;AT.AT.AT.AT.AT.AT;0,038961;1,183658;2,728205;3,50072;0,616269;--.--.--.-t.--.--;0;0,130324;1,526055;1,176213;0,01205;--.--.--.--.--.--;0;0,17078;1,382134;1,044298;0,009465;--.--.--.--.--.--;-0,422532369;0,521256;0,521256;0,75629;0,75629;0,848087;0,848087;;;;;;;;;;;;;;Good
RF2452;;12;1990-01-01;2021-09-01;381;0;0;None;-1479,73081578;-1479,73081578;65903,876843357;2979,46163156;3018,542460942;2980,077878059;5,332360769;8,202561035;2994,988059617;10;381;368;358;0;1;1;0;1;1;-0,743048;-19,5383;0;;;;;;;;;;;;;;;;-0,590713;-12,5406;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;6;1;3;2;0;0;;;;;;;week;1,18561;6,003;;;;;;;;;;;;;;;;;;;;;;;LS (1-1993);-54,316597;-6,4317;TC (6-1993);54,748599;5,2951;LS (12-2008);-65,652068;-7,9959;LS (12-2010);37,929766;4,6028;AO (5-2011);56,11847;4,9578;TC (3-2020);-47,806191;-4,598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,259926;0,332857;3,696675;9,6369;28,174485;26,913092;50,666905;49,015733;1,123937;1,08141;-0,67606;16,680296;-1,115455;8,502221;Additive;1;;;;;Present;0,000000001;0;Present;ProbablyNone;0;0;None;None;0,00015589;0,055526714;None;None;0,000003155;1;None;None;0,000093972;1;605,114487;28,689034;254,980149;282,706733;138,436219;AT.AT.AT.AT.AT.AT;1,123937;1,86973;13,94359;15,686451;1,837156;--.--.--.--.--.--;0;0,077353;1,526055;0,8617;0,013269;--.--.--.--.--.--;0;0,122113;1,451613;0,430108;0,013936;--.--.--.--.--.--;-0,468808835;0,330032;0,330032;0,476259;0,476259;0,484508;0,484508;;;;;;;;;;;;;;Good
