;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India
2015-07-01;1,034869;1,033718;13,961457;1,147166;16,481833;2,22248
2015-08-01;1,017589;1,022303;-26,909891;1,045629;-52,127146;-31,764352
2015-09-01;0,9921;0,917017;6,900872;1,254501;14,61804;7,430384
2015-10-01;1,020937;0,958849;7,617336;1,055908;12,984041;9,399702
2015-11-01;0,981794;1,010244;-5,232295;0,876633;-0,157132;1,46562
2015-12-01;1,010206;1,027714;-24,871553;0,772457;-22,97608;-16,086765
2016-01-01;0,987023;1,005935;-0,663626;0,867763;-1,108105;4,741181
2016-02-01;0,905078;0,962708;-3,864265;0,930175;-0,535049;7,594136
2016-03-01;1,019141;1,04254;10,165313;1,033827;10,027213;11,420867
2016-04-01;1,005685;1,014396;8,676053;0,948125;10,539419;2,395596
2016-05-01;1,033283;1,040208;-0,416262;0,923222;0,365237;-1,660909
2016-06-01;0,993617;0,960673;12,285825;1,176876;14,681868;9,208111
2016-07-01;1,031477;1,03117;14,64216;1,056966;6,719476;-5,291944
2016-08-01;1,016238;1,043215;-22,023103;1,116462;-41,201555;-25,053903
2016-09-01;0,991706;0,89676;5,459662;1,254138;13,324858;7,341912
2016-10-01;1,025571;0,94781;7,505236;1,018743;7,675203;6,907343
2016-11-01;0,98468;1,003819;-5,009096;0,911155;3,839313;4,475976
2016-12-01;1,008899;1,037655;-24,61654;0,743151;-26,431657;-17,598292
2017-01-01;0,987772;1,02306;-2,398036;0,900651;3,671364;7,542071
2017-02-01;0,905621;0,97544;-3,714077;0,926744;-1,987376;0,471381
2017-03-01;1,017243;1,0588;8,582247;1,039111;18,578;11,344345
2017-04-01;1,00354;0,98978;6,538652;0,916458;-3,582607;-1,071551
2017-05-01;1,02774;1,029527;-0,788657;0,963172;4,967019;0,806549
2017-06-01;0,995952;0,959553;13,147458;1,174408;13,727273;8,885404
2017-07-01;1,027947;1,029653;15,587857;1,04695;8,091706;-7,176093
2017-08-01;1,020678;1,061189;-17,273391;1,105632;-39,614156;-23,123475
2017-09-01;0,993075;0,878994;3,817549;1,203077;8,668883;4,423881
2017-10-01;1,032168;0,929265;8,046551;1,061978;11,924989;10,315121
2017-11-01;0,985228;0,991844;-4,659592;0,912737;3,321204;4,782622
2017-12-01;1,00537;1,060217;-24,870396;0,716916;-30,539979;-19,529801
2018-01-01;0,990195;1,04282;-4,046396;0,934894;7,479036;10,447751
2018-02-01;0,906858;0,989939;-3,477951;0,93299;-1,559941;0,495168
2018-03-01;1,013078;1,07264;7,125218;1,008298;8,498534;8,03005
2018-04-01;0,997045;0,968247;5,488599;0,95425;5,521401;1,188221
2018-05-01;1,023695;1,02152;-1,848041;0,967224;5,116648;0,003131
2018-06-01;0,998395;0,957082;13,633236;1,12696;9,000076;5,462068
2018-07-01;1,025225;1,021461;15,856464;1,076868;14,369647;-5,951986
2018-08-01;1,027167;1,06732;-12,69667;1,09178;-38,526403;-20,620147
2018-09-01;0,997868;0,867219;2,511932;1,150352;4,32028;1,549417
2018-10-01;1,037338;0,911444;8,476582;1,108258;15,434877;13,482901
2018-11-01;0,985387;0,989213;-4,454247;0,913779;1,286333;4,964482
2018-12-01;1,001259;1,083979;-25,059801;0,717929;-31,428553;-19,128296
2019-01-01;0,991137;1,060952;-5,623171;0,938559;5,980794;10,954553
2019-02-01;0,906831;0,994406;-2,661471;0,938828;-0,346255;0,558179
2019-03-01;1,009422;1,086846;5,932022;0,977245;12,445733;4,352114
2019-04-01;0,990244;0,949495;5,496911;0,994022;2,183379;3,706101
2019-05-01;1,019844;1,014455;-3,664693;0,974211;5,937138;-0,822336
2019-06-01;1,000082;0,961923;13,750942;1,079454;5,207039;1,966755
2019-07-01;1,025841;1,018913;16,438251;1,109153;20,854214;-4,13132
2019-08-01;1,034622;1,059403;-9,621219;1,043011;-41,086233;-21,039033
2019-09-01;1,002797;0,863348;1,977032;1,183958;8,870639;4,574169
2019-10-01;1,041794;0,893282;8,437322;1,11405;14,136702;13,610559
2019-11-01;0,982476;0,980352;-4,503685;0,881127;-5,225301;2,544517
2019-12-01;0,996466;1,103357;-25,468006;0,743182;-28,173275;-16,144873
2020-01-01;0,992465;1,075448;-6,516569;0,943217;3,932911;11,13966
