;Europe * Francé;Europe * Spain;Europe * Greecà;Asia * China;Asia * Japon;Asia * India
2020-04-30;0,983392;0,943109;6,372134;0,992563;1,801395;0,904619
2020-05-31;1,019853;1,017834;-5,478731;0,945487;1,79393;-2,51299
2020-06-30;1,001497;0,960517;13,80347;1,131309;12,82976;2,387442
2020-07-31;1,026718;1,013947;16,149088;1,092079;18,61285;-7,6651
2020-08-31;1,040027;1,042725;-7,458502;1,033223;-40,241536;-21,410141
2020-09-30;1,006725;0,864084;2,144943;1,202229;10,392104;5,419331
2020-10-31;1,043841;0,879651;7,928956;1,090603;11,22602;12,408676
2020-11-30;0,981355;0,978539;-4,586143;0,879806;-4,124564;4,54051
2020-12-31;0,993007;1,111898;-26,012311;0,754163;-28,030697;-15,260994
2021-01-31;0,991856;1,084966;-7,052735;0,913461;-0,39879;9,305415
2021-02-28;0,908139;1,013119;-0,783793;0,923367;-0,721626;2,137488
2021-03-31;1,002524;1,104044;5,171181;1,032141;16,467918;9,876631
2021-04-30;0,979486;0,938106;6,949209;0,979866;2,087026;1,261319
2021-05-31;1,019658;1,022025;-6,773686;0,95502;1,464314;-2,892989
2021-06-30;1,001818;0,956166;13,926537;1,137838;13,505608;2,149983
2021-07-31;1,029302;1,015538;15,94103;1,048144;18,785054;-8,024317
2021-08-31;1,04413;1,028913;-6,800488;1,048276;-39,900176;-20,987017
2021-09-30;1,008167;0,862715;2,684633;1,227259;9,888899;5,0388
